,index,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
152,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3980.0,4350.0,4560.0,4680.0,5210.0,5900.0,6070.0,6020.0,6080.0,6500.0,6740.0,8810.0,9490.0,8880.0,10600.0,10600.0,11100.0,11500.0,11100.0,12400.0,13500.0,13300.0,14400.0,13200.0,14300.0,15000.0,15300.0,16000.0,15600.0,16200.0,16100.0,15100.0,14000.0,14000.0,14300.0,14700.0,15300.0,15900.0,16300.0,16000.0,15300.0,15500.0,16400.0,16500.0,16300.0,16700.0,17000.0,17200.0,17300.0,18200.0,16300.0,16400.0,16400.0,15800.0,15200.0,13500.0,13600.0,14400.0,14300.0,14400.0
153,Solomon Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,3.67,11.0,11.0,11.0,11.0,11.0,11.0,14.7,14.7,14.7,18.3,25.7,25.7,33.0,36.7,36.7,40.3,47.7,55.0,66.0,66.0,58.7,62.3,80.7,62.3,110.0,103.0,136.0,121.0,143.0,143.0,150.0,154.0,161.0,158.0,161.0,147.0,147.0,143.0,143.0,139.0,143.0,143.0,143.0,143.0,154.0,154.0,158.0,158.0,161.0,161.0,161.0,165.0,180.0,180.0,180.0,187.0,183.0,183.0,194.0,194.0,191.0,169.0,173.0,178.0
154,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7,47.7,47.7,47.7,47.7,66.0,69.7,73.3,84.3,88.0,84.3,88.0,106.0,103.0,136.0,132.0,139.0,227.0,154.0,161.0,216.0,187.0,235.0,264.0,330.0,502.0,480.0,799.0,557.0,488.0,814.0,275.0,719.0,935.0,715.0,858.0,924.0,994.0,1000.0,953.0,730.0,707.0,680.0,640.0,629.0,588.0,568.0,539.0,513.0,491.0,480.0,502.0,587.0,594.0,594.0,594.0,594.0,609.0,601.0,598.0,612.0,612.0,609.0,631.0,631.0,631.0,645.0,680.0,699.0
155,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.7,47.7,47.7,80.7,132.0,297.0,297.0,480.0,1800.0,2430.0,3340.0,4260.0,4780.0,6050.0,5520.0,2330.0,3910.0,5830.0,7790.0,8780.0,10000.0,11500.0,12700.0,13000.0,15000.0,17000.0,16400.0,17400.0,19000.0,18400.0,18500.0,21800.0,23400.0,22200.0,23200.0,25700.0,25400.0,21800.0,26500.0,27800.0,29000.0,30500.0,29600.0,29600.0,30800.0,28700.0,25600.0,23500.0,25400.0,28900.0,32200.0,35300.0,36800.0,38700.0,40200.0,41600.0,44400.0,48500.0,48800.0,54600.0,55900.0,56100.0,55900.0,57200.0,60600.0,61100.0,65200.0,70900.0,71100.0,74000.0,83000.0,87300.0,89700.0,96300.0,94600.0,97900.0,102000.0,106000.0,110000.0,120000.0,128000.0,128000.0,134000.0,138000.0,143000.0,150000.0,169000.0,172000.0,173000.0,177000.0,185000.0,193000.0,200000.0,202000.0,219000.0,228000.0,257000.0,281000.0,292000.0,316000.0,324000.0,331000.0,329000.0,343000.0,341000.0,313000.0,326000.0,302000.0,321000.0,339000.0,362000.0,364000.0,386000.0,378000.0,375000.0,379000.0,372000.0,357000.0,405000.0,449000.0,416000.0,447000.0,465000.0,495000.0,503000.0,469000.0,476000.0,463000.0,458000.0,483000.0,463000.0,475000.0,463000.0,468000.0
156,"Korea, Democratic People's Republic of",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,488.0,898.0,1670.0,2180.0,2190.0,2930.0,3470.0,4700.0,5160.0,6450.0,7560.0,8220.0,9020.0,11200.0,12600.0,14500.0,17300.0,21100.0,22200.0,25000.0,30000.0,35100.0,37200.0,42500.0,53800.0,58600.0,60300.0,73100.0,75700.0,81900.0,93300.0,106000.0,113000.0,133000.0,135000.0,140000.0,142000.0,151000.0,164000.0,179000.0,183000.0,193000.0,222000.0,236000.0,248000.0,262000.0,282000.0,322000.0,345000.0,374000.0,402000.0,428000.0,364000.0,399000.0,446000.0,449000.0,464000.0,463000.0,479000.0,460000.0,466000.0,494000.0,506000.0,507000.0,566000.0,589000.0,584000.0,592000.0,587000.0,596000.0,618000.0,641000.0,659000.0
157,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,113.0,116.0,124.0,140.0,155.0,202.0,220.0,266.0,259.0,349.0,405.0,415.0,448.0,452.0,474.0,353.0,313.0,317.0,287.0,298.0,312.0,303.0,319.0,326.0,292.0,340.0,354.0,279.0,404.0,313.0,435.0,408.0,365.0,252.0,346.0,358.0,369.0,452.0,391.0,424.0,461.0,531.0,677.0,756.0,955.0,915.0,1000.0,1180.0,1240.0,1300.0,1330.0,1300.0,1330.0,1450.0,1540.0,1940.0,1730.0,1820.0,1870.0
158,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,3.67,3.67,3.67,3.67,22.0,36.7,25.7,47.7,36.7,103.0,143.0,172.0,202.0,275.0,282.0,260.0,293.0,326.0,495.0,510.0,535.0,653.0,550.0,554.0,755.0,851.0,1150.0,1630.0,1930.0,2010.0,2190.0,2430.0,2340.0,2310.0,2290.0,2560.0,2660.0,2640.0,3080.0,2940.0,3260.0,3140.0,3120.0,3290.0,3570.0,3780.0,3760.0,3980.0,4420.0,4940.0,5390.0,5910.0,5870.0,5760.0,6100.0,6150.0,6440.0,6830.0,7350.0,7950.0,8310.0,8130.0,8740.0,8610.0,9310.0,9550.0,9380.0,10600.0,11200.0,11800.0,12300.0,12200.0,13000.0,13600.0,13900.0,14100.0,14800.0,15200.0,14900.0,14700.0,16000.0,17400.0,17300.0,15300.0,17900.0,15900.0,16700.0,15900.0,14100.0,14900.0,15000.0,17200.0,18400.0,19100.0,18400.0,21500.0,21500.0,24000.0,23700.0,22600.0,21200.0,18700.0,20300.0,22500.0,8060.0,5250.0,13200.0,15700.0,21600.0,21500.0,23100.0,23900.0,25800.0,28300.0,28100.0,31200.0,32700.0,35800.0,33100.0,33200.0,37600.0,39000.0,39800.0,40300.0,42400.0,50300.0,55900.0,52100.0,48900.0,53700.0,60000.0,58800.0,64400.0,71100.0,77700.0,86500.0,97100.0,96800.0,117000.0,129000.0,145000.0,155000.0,173000.0,181000.0,198000.0,195000.0,200000.0,203000.0,214000.0,206000.0,209000.0,204000.0,198000.0,200000.0,189000.0,190000.0,198000.0,225000.0,231000.0,241000.0,250000.0,241000.0,254000.0,267000.0,255000.0,267000.0,276000.0,299000.0,311000.0,313000.0,333000.0,337000.0,354000.0,368000.0,360000.0,368000.0,336000.0,297000.0,283000.0,284000.0,279000.0,252000.0,255000.0,271000.0,261000.0,275000.0,268000.0
159,Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,1550.0,1940.0,2070.0,1790.0,1660.0,1420.0,2320.0,1950.0,2060.0,2260.0,2340.0,2560.0,2530.0,2270.0,2660.0,2660.0,2950.0,3240.0,4320.0,3600.0,3200.0,3540.0,3690.0,2930.0,2900.0,2800.0,2910.0,3440.0,3810.0,3390.0,4010.0,4470.0,4860.0,3860.0,3920.0,3660.0,4030.0,3460.0,3450.0,3830.0,4140.0,5110.0,4980.0,5440.0,5820.0,6980.0,7530.0,7740.0,8520.0,10100.0,10300.0,11000.0,11000.0,12200.0,11900.0,11800.0,12200.0,12000.0,13000.0,13100.0,14900.0,15800.0,14700.0,17700.0,19800.0,23000.0,24500.0,23400.0
160,Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,51.3,51.3,51.3,58.7,55.0,66.0,66.0,106.0,106.0,110.0,114.0,121.0,128.0,132.0,143.0,150.0,161.0,172.0,176.0,198.0,198.0,213.0,198.0,202.0,216.0,216.0,224.0,220.0,231.0,220.0,224.0,231.0,235.0,238.0,240.0,242.0
161,Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,11.0,7.33,11.0,7.33,11.0,11.0,11.0,11.0,11.0,14.7,18.3,18.3,22.0,22.0,25.7,29.3,33.0,36.7,62.3,66.0,69.7,77.0,80.7,73.3,77.0,84.3,69.7,99.0,150.0,114.0,95.3,114.0,103.0,114.0,128.0,132.0,147.0,165.0,165.0,161.0,169.0,150.0,231.0,257.0,308.0,323.0,304.0,293.0,334.0,348.0,348.0,290.0,359.0,356.0,367.0,367.0,385.0,396.0,385.0,403.0,407.0,407.0,407.0,407.0,411.0,414.0,418.0,421.0
162,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,11.0,7.33,7.33,7.33,7.33,7.33,11.0,11.0,11.0,11.0,11.0,14.7,18.3,14.7,18.3,18.3,22.0,29.3,29.3,29.3,36.7,40.3,33.0,33.0,33.0,33.0,36.7,29.3,36.7,36.7,40.3,47.7,66.0,66.0,66.0,77.0,66.0,77.0,80.7,84.3,84.3,103.0,121.0,128.0,132.0,132.0,161.0,165.0,147.0,180.0,187.0,198.0,220.0,220.0,220.0,227.0,227.0,312.0,220.0,198.0,253.0,209.0,220.0,220.0,220.0,222.0,224.0
